,ID,Gas,Sector,Unit,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,Data source,Country,Created
0,,ch4,other-energy-use,tonnes,15.799130000000002,14.88367,14.801592000000001,14.973564,12.558009,15.672303,14.847726999999999,17.301223,20.16488,18.092784,climate-trace,,2026-03-16T10:03:13.561756
1,,ch4,other-fossil-fuel-operations,tonnes,396460.5035,404891.415,413501.6136,422294.912,432398.7846,467704.62930000003,473714.61847399996,464031.676795,466330.25312400004,444264.52605499997,climate-trace,,2026-03-16T10:03:13.561756
2,,co2,glass,tonnes,1.570964,1.5330840000000001,1.4950379999999999,1.455828,1.4176469999999999,1.380467,1.343685,1.304809,1.267057,1.2303979999999999,climate-trace,,2026-03-16T10:03:13.561756
3,,co2,other-energy-use,tonnes,544696.4344,524543.0438,525607.3394,530713.9088999999,445348.9406,544250.969,490686.6693,562579.6908999999,655539.6164,588257.9003,climate-trace,,2026-03-16T10:03:13.561756
4,,co2,other-fossil-fuel-operations,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,709514.97054,1373276.476704,2210591.269698,3035679.253427,climate-trace,,2026-03-16T10:03:13.561756
5,,co2,other-manufacturing,tonnes,-1.570964,-1.5330840000000001,-1.4950379999999999,-1.455828,-1.4176469999999999,-1.380467,-1.343685,-1.304809,-1.267057,-1.2303979999999999,climate-trace,,2026-03-16T10:03:13.561756
6,,n2o,other-energy-use,tonnes,3.79926,3.613566,3.605588,3.627702,3.044137,3.731658,3.372912,3.84526,4.480656000000001,3.9993670000000003,climate-trace,,2026-03-16T10:03:13.561756
7,,n2o,other-fossil-fuel-operations,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,5.695873,10.700275,17.944440999999998,23.65778,climate-trace,,2026-03-16T10:03:13.561756
8,ABW,ch4,food-beverage-tobacco,tonnes,,0.0046737211214002705,0.00467400742278069,0.00446699168162964,0.00404646281356582,0.00469023082599169,0.00469496547451028,0.00448540762080636,0.0042741274012854606,0.00427446639048111,climate-trace,Aruba,2026-03-16T10:03:13.561756
9,ABW,ch4,lime,tonnes,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Aruba,2026-03-16T10:03:13.561756
10,ABW,ch4,other-chemicals,tonnes,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Aruba,2026-03-16T10:03:13.561756
