,ID,Gas,Sector,Unit,2022,2021,2020,2019,2018,2017,2016,2015,Data source,Country,Created
92,AGO,n2o,other-manufacturing,tonnes,5.350006466666628,0.0,6.396957,6.799709999999999,6.245874000000001,6.066768,11.170558,8.49058,climate-trace,Angola,2023-10-06T14:56:32.942934
93,AGO,n2o,other-onsite-fuel-usage,tonnes,0.115183,0.115183,0.107352,0.117761,0.115691,0.11520599999999999,0.134399,0.16128099999999998,climate-trace,Angola,2023-10-06T14:56:32.942934
94,AGO,n2o,other-transport,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Angola,2023-10-06T14:56:32.942934
95,AGO,n2o,residential-and-commercial-onsite-fuel-usage,tonnes,29.967219999999998,29.967219999999998,27.929831,30.637937,26.101249,29.881078,41.726924,47.014556,climate-trace,Angola,2023-10-06T14:56:32.942934
96,AGO,n2o,road-transportation,tonnes,362.027733,362.027733,337.414463,370.130517,317.948027,307.5116,359.490457,299.599803,climate-trace,Angola,2023-10-06T14:56:32.942934
97,AGO,n2o,solid-fuel-transformation,tonnes,154.691473,154.691473,154.691473,150.03173,148.090553,146.12532000000002,143.977682,141.907927,climate-trace,Angola,2023-10-06T14:56:32.942934
98,AGO,n2o,wastewater-treatment-and-discharge,tonnes,1151.2360790666717,1123.384855,1102.0262249999998,1072.1126860000002,1043.035811,1009.481152,998.4030379999999,995.233075,climate-trace,Angola,2023-10-06T14:56:32.942934
99,AIA,ch4,incineration-and-open-burning-of-waste,tonnes,0.41868500000000003,0.41868500000000003,0.41489,0.41100099999999995,0.407149,0.403404,0.39965900000000004,0.395914,climate-trace,Anguilla,2023-10-06T14:56:32.942934
100,AIA,ch4,other-energy-use,tonnes,0.019373333333333242,0.0204,0.0168,0.0191,0.0177,0.0183,0.0177,0.0172,climate-trace,Anguilla,2023-10-06T14:56:32.942934
101,AIA,ch4,other-fossil-fuel-operations,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Anguilla,2023-10-06T14:56:32.942934
102,AIA,ch4,other-manufacturing,tonnes,0.03932666666666673,0.0,0.0383,0.046400000000000004,0.0475,0.048900000000000006,0.0481,0.0474,climate-trace,Anguilla,2023-10-06T14:56:32.942934
103,AIA,ch4,other-onsite-fuel-usage,tonnes,0.000775,0.000775,0.0007199999999999999,0.000726,0.000658,0.000676,0.0008309999999999999,0.000986,climate-trace,Anguilla,2023-10-06T14:56:32.942934
104,AIA,ch4,residential-and-commercial-onsite-fuel-usage,tonnes,0.0011400000000000002,0.0011400000000000002,0.00102,0.00124,0.0012699999999999999,0.00131,0.00128,0.00126,climate-trace,Anguilla,2023-10-06T14:56:32.942934
105,AIA,ch4,road-transportation,tonnes,4.055429999999999,4.055429999999999,3.640054,4.410607000000001,4.518803,4.720146,4.638578,4.568027,climate-trace,Anguilla,2023-10-06T14:56:32.942934
106,AIA,ch4,solid-fuel-transformation,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Anguilla,2023-10-06T14:56:32.942934
107,AIA,ch4,wastewater-treatment-and-discharge,tonnes,73.22548773333324,72.557388,71.86994200000001,71.164212,70.465413,69.828437,69.149309,68.43271200000001,climate-trace,Anguilla,2023-10-06T14:56:32.942934
108,AIA,co2,other-energy-use,tonnes,935.2944863333323,-95001.563313,-95130.176311,-94967.062067,-94974.620208,-94944.147339,-94982.17168,-95020.196021,climate-trace,Anguilla,2023-10-06T14:56:32.942934
109,AIA,co2,other-fossil-fuel-operations,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.109345,climate-trace,Anguilla,2023-10-06T14:56:32.942934
110,AIA,co2,other-manufacturing,tonnes,1000.2170314666638,0.0,974.638642,1180.424123,1208.7842320000002,1244.7102929999999,1224.628934,1204.5476429999999,climate-trace,Anguilla,2023-10-06T14:56:32.942934
111,AIA,co2,other-onsite-fuel-usage,tonnes,0.809954,0.809954,0.714148,0.801261,0.7668590000000001,0.788965,1.9961419999999999,3.20332,climate-trace,Anguilla,2023-10-06T14:56:32.942934
112,AIA,co2,residential-and-commercial-onsite-fuel-usage,tonnes,12.701306,12.701306,11.393222,13.799311999999999,14.128882,14.549147,14.293190000000001,14.037234000000002,climate-trace,Anguilla,2023-10-06T14:56:32.942934
113,AIA,co2,road-transportation,tonnes,23310.48532,23310.48532,20922.91791,25352.0305,25973.9345,26746.54402,26081.134299999998,25415.72459,climate-trace,Anguilla,2023-10-06T14:56:32.942934
114,AIA,co2,solid-fuel-transformation,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Anguilla,2023-10-06T14:56:32.942934
115,AIA,n2o,other-energy-use,tonnes,0.003669999999999979,0.003940000000000001,0.00349,0.004189999999999999,0.00423,0.00436,0.00421,0.00405,climate-trace,Anguilla,2023-10-06T14:56:32.942934
116,AIA,n2o,other-fossil-fuel-operations,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Anguilla,2023-10-06T14:56:32.942934
117,AIA,n2o,other-manufacturing,tonnes,0.00784533333333337,0.0,0.00765,0.009269999999999999,0.00949,0.00977,0.00962,0.00946,climate-trace,Anguilla,2023-10-06T14:56:32.942934
118,AIA,n2o,other-onsite-fuel-usage,tonnes,2.83e-06,2.83e-06,2.63e-06,2.44e-06,2.0299999999999996e-06,2.08e-06,1.1900000000000001e-05,2.18e-05,climate-trace,Anguilla,2023-10-06T14:56:32.942934
119,AIA,n2o,residential-and-commercial-onsite-fuel-usage,tonnes,0.0022800000000000003,0.0022800000000000003,0.0020499999999999997,0.00248,0.00255,0.00262,0.00257,0.00253,climate-trace,Anguilla,2023-10-06T14:56:32.942934
120,AIA,n2o,road-transportation,tonnes,0.9884970000000001,0.9884970000000001,0.887251,1.07507,1.101442,1.241122,1.205221,1.0463689999999999,climate-trace,Anguilla,2023-10-06T14:56:32.942934
121,AIA,n2o,solid-fuel-transformation,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Anguilla,2023-10-06T14:56:32.942934
122,ALA,ch4,other-energy-use,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Åland Islands,2023-10-06T14:56:32.942934
123,ALA,ch4,other-fossil-fuel-operations,tonnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate-trace,Åland Islands,2023-10-06T14:56:32.942934
